,コード,銘柄名
1279,3779,ジェイ・エスコムホールディングス
1280,3782,ディー・ディー・エス
1281,3784,ヴィンクス
1282,3787,テクノマセマティカル
1283,3788,ＧＭＯグローバルサイン・ホールディングス
1284,3791,ＩＧポート
1285,3793,ドリコム
1286,3796,いい生活
1287,3798,ＵＬＳグループ
1288,3799,キーウェアソリューションズ
1289,3800,ユニリタ
1290,3802,エコミック
1291,3803,イメージ情報開発
1292,3804,システム　ディ
1293,3807,フィスコ
1294,3810,サイバーステップ
1295,3814,アルファクス・フード・システム
1296,3815,メディア工房
1297,3816,大和コンピューター
1298,3817,ＳＲＡホールディングス
1299,3823,ＴＨＥ　ＷＨＹ　ＨＯＷ　ＤＯ　ＣＯＭＰＡＮＹ
1300,3825,リミックスポイント
1301,3826,システムインテグレータ
1302,3834,朝日ネット
1303,3835,ｅＢＡＳＥ
1304,3836,アバントグループ
1305,3837,アドソル日進
1306,3839,ＯＤＫソリューションズ
1307,3840,パス
1308,3841,ジーダット
1309,3842,ネクストジェン
1310,3843,フリービット
1311,3844,コムチュア
1312,3845,アイフリークモバイル
1313,3847,パシフィックシステム
1314,3848,データ・アプリケーション
1315,3850,エヌ・ティ・ティ・データ・イントラマート
1316,3851,日本一ソフトウェア
1317,3852,サイバーコム
1318,3853,アステリア
1319,3854,アイル
1320,3856,Ａｂａｌａｎｃｅ
1321,3857,ラック
1322,3858,ユビキタスＡＩ
1323,3861,王子ホールディングス
1324,3863,日本製紙
1325,3864,三菱製紙
1326,3865,北越コーポレーション
1327,3877,中越パルプ工業
1328,3878,巴川製紙所
1329,3880,大王製紙
1330,3891,ニッポン高度紙工業
1331,3892,岡山製紙
1332,3895,ハビックス
1333,3896,阿波製紙
1334,3900,クラウドワークス
1335,3901,マークラインズ
1336,3902,メディカル・データ・ビジョン
1337,3903,ｇｕｍｉ
1338,3904,カヤック
1339,3905,データセクション
1340,3907,シリコンスタジオ
1341,3908,コラボス
1342,3909,ショーケース
1343,3910,エムケイシステム
1344,3911,Ａｉｍｉｎｇ
1345,3912,モバイルファクトリー
1346,3913,ｓＭｅｄｉｏ
1347,3914,ＪＩＧ－ＳＡＷ
1348,3915,テラスカイ
1349,3916,デジタル・インフォメーション・テクノロジー
1350,3917,アイリッジ
1351,3918,ＰＣＩホールディングス
1352,3920,アイビーシー
1353,3921,ネオジャパン
1354,3922,ＰＲ　ＴＩＭＥＳ
1355,3923,ラクス
1356,3924,ランドコンピュータ
1357,3925,ダブルスタンダード
1358,3926,オープンドア
1359,3927,フーバーブレイン
1360,3928,マイネット
1361,3929,ソーシャルワイヤー
1362,3930,はてな
1363,3931,バリューゴルフ
1364,3932,アカツキ
1365,3933,チエル
1366,3934,ベネフィットジャパン
1367,3935,エディア
1368,3936,グローバルウェイ
1369,3937,Ｕｂｉｃｏｍホールディングス
1370,3939,カナミックネットワーク
1371,3940,ノムラシステムコーポレーション
1372,3941,レンゴー
1373,3943,大石産業
1374,3944,古林紙工
1375,3945,スーパーバッグ
1376,3946,トーモク
1377,3947,ダイナパック
1378,3948,光ビジネスフォーム
1379,3950,ザ・パック
1380,3951,朝日印刷
1381,3953,大村紙業
1382,3954,昭和パックス
1383,3955,イムラ
1384,3961,シルバーエッグ・テクノロジー
1385,3962,チェンジ
1386,3963,シンクロ・フード
1387,3964,オークネット
1388,3965,キャピタル・アセット・プランニング
1389,3967,エルテス
1390,3968,セグエグループ
1391,3969,エイトレッド
1392,3970,イノベーション
1393,3974,ティビィシィ・スキヤツト
1394,3976,シャノン
1395,3978,マクロミル
1396,3979,うるる
1397,3981,ビーグリー
1398,3983,オロ
1399,3984,ユーザーローカル
1400,3985,テモナ
1401,3986,ビーブレイクシステムズ
1402,3987,エコモット
1403,3988,ＳＹＳホールディングス
1404,3989,シェアリングテクノロジー
1405,3990,ＵＵＵＭ
1406,3991,ウォンテッドリー
1407,3992,ニーズウェル
1408,3993,ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ
1409,3994,マネーフォワード
1410,3995,ＳＫＩＹＡＫＩ
1411,3996,サインポスト
1412,3997,トレードワークス
1413,3998,すららネット
1414,4004,レゾナック・ホールディングス
1415,4005,住友化学
1416,4008,住友精化
1417,4011,ヘッドウォータース
1418,4012,アクシス
1419,4013,勤次郎
1420,4014,カラダノート
1421,4015,アララ
1422,4016,ＭＩＴホールディングス
1423,4017,クリーマ
1424,4019,スタメン
1425,4020,ビートレンド
1426,4021,日産化学
1427,4022,ラサ工業
1428,4023,クレハ
1429,4025,多木化学
1430,4026,神島化学工業
1431,4027,テイカ
1432,4028,石原産業
1433,4031,片倉コープアグリ
1434,4041,日本曹達
1435,4042,東ソー
1436,4043,トクヤマ
1437,4044,セントラル硝子
1438,4045,東亞合成
1439,4046,大阪ソーダ
1440,4047,関東電化工業
1441,4051,ＧＭＯフィナンシャルゲート
1442,4052,フィーチャ
1443,4053,Ｓｕｎ　Ａｓｔｅｒｉｓｋ
1444,4054,日本情報クリエイト
1445,4055,ティアンドエス
1446,4056,ニューラルポケット
1447,4057,インターファクトリー
1448,4058,トヨクモ
1449,4059,まぐまぐ
1450,4060,ｒａｋｕｍｏ
1451,4061,デンカ
1452,4062,イビデン
1453,4063,信越化学工業
1454,4064,日本カーバイド工業
1455,4068,ベイシス
1456,4069,ＢｌｕｅＭｅｍｅ
1457,4071,プラスアルファ・コンサルティング
1458,4072,電算システムホールディングス
1459,4073,ジィ・シィ企画
1460,4074,ラキール
1461,4075,ブレインズテクノロジー
1462,4076,シイエヌエス
1463,4078,堺化学工業
1464,4080,田中化学研究所
1465,4082,第一稀元素化学工業
1466,4088,エア・ウォーター
1467,4091,日本酸素ホールディングス
1468,4092,日本化学工業
1469,4093,東邦アセチレン
1470,4094,日本化学産業
1471,4095,日本パーカライジング
1472,4097,高圧ガス工業
1473,4098,チタン工業
1474,4099,四国化成ホールディングス
1475,4100,戸田工業
1476,4102,丸尾カルシウム
1477,4107,伊勢化学工業
1478,4109,ステラ　ケミファ
1479,4112,保土谷化学工業
1480,4113,田岡化学工業
1481,4114,日本触媒
1482,4116,大日精化工業
1483,4118,カネカ
1484,4119,日本ピグメント
1485,4120,スガイ化学工業
1486,4124,大阪油化工業
1487,4125,三和油化工業
1488,4151,協和キリン
1489,4165,プレイド
1490,4166,かっこ
1491,4167,ココペリ
1492,4168,ヤプリ
1493,4169,ＥＮＥＣＨＡＮＧＥ
1494,4170,Ｋａｉｚｅｎ　Ｐｌａｔｆｏｒｍ
1495,4171,グローバルインフォメーション
1496,4172,東和ハイシステム
1497,4173,ＷＡＣＵＬ
1498,4174,アピリッツ
1499,4175,ｃｏｌｙ
1500,4176,ココナラ
1501,4177,ｉ‐ｐｌｕｇ
1502,4178,Ｓｈａｒｉｎｇ　Ｉｎｎｏｖａｔｉｏｎｓ
1503,4179,ジーネクスト
1504,4180,Ａｐｐｉｅｒ　Ｇｒｏｕｐ
1505,4182,三菱瓦斯化学
1506,4183,三井化学
1507,4185,ＪＳＲ
1508,4186,東京応化工業
1509,4187,大阪有機化学工業
1510,4188,三菱ケミカルグループ
1511,4189,ＫＨネオケム
1512,4192,スパイダープラス
1513,4193,ファブリカコミュニケーションズ
1514,4194,ビジョナル
1515,4196,ネオマーケティング
1516,4197,アスマーク
1517,4198,テンダ
1518,4199,ワンダープラネット
1519,4200,ＨＣＳホールディングス
1520,4202,ダイセル
1521,4203,住友ベークライト
1522,4204,積水化学工業
1523,4205,日本ゼオン
1524,4206,アイカ工業
1525,4208,ＵＢＥ
1526,4212,積水樹脂
1527,4215,タキロンシーアイ
1528,4216,旭有機材
1529,4218,ニチバン
1530,4220,リケンテクノス
1531,4221,大倉工業
1532,4222,児玉化学工業
1533,4224,ロンシール工業
1534,4228,積水化成品工業
1535,4229,群栄化学工業
1536,4231,タイガースポリマー
1537,4234,サンエー化研
1538,4235,ウルトラファブリックス・ホールディングス
1539,4237,フジプレアム
1540,4238,ミライアル
1541,4240,クラスターテクノロジー
1542,4241,アテクト
1543,4242,タカギセイコー
1544,4243,ニックス
1545,4245,ダイキアクシス
1546,4246,ダイキョーニシカワ
1547,4247,ポバール興業
1548,4248,竹本容器
1549,4249,森六ホールディングス
1550,4251,恵和
1551,4255,ＴＨＥＣＯＯ
1552,4256,サインド
1553,4257,エヴィクサー
1554,4258,網屋
1555,4259,エクサウィザーズ
1556,4260,ハイブリッドテクノロジーズ
1557,4261,アジアクエスト
1558,4262,ニフティライフスタイル
1559,4263,サスメド
1560,4264,セキュア
1561,4265,Ｉｎｓｔｉｔｕｔｉｏｎ　ｆｏｒ　ａ　Ｇｌｏｂａｌ　Ｓｏｃｉｅｔｙ
1562,4267,ライトワークス
1563,4268,エッジテクノロジー
1564,4270,ＢｅｅＸ
1565,4272,日本化薬
1566,4274,細谷火工
1567,4275,カーリットホールディングス
1568,4284,ソルクシーズ
1569,4286,ＣＬホールディングス
1570,4287,ジャストプランニング
1571,4288,アズジェント
1572,4290,プレステージ・インターナショナル
1573,4293,セプテーニ・ホールディングス
1574,4295,フェイス
1575,4298,プロトコーポレーション
1576,4299,ハイマックス
1577,4301,アミューズ
1578,4304,Ｅストアー
1579,4307,野村総合研究所
1580,4308,Ｊストリーム
1581,4310,ドリームインキュベータ
1582,4312,サイバネットシステム
1583,4316,ビーマップ
1584,4317,レイ
1585,4318,クイック
1586,4319,ＴＡＣ
1587,4320,ＣＥホールディングス
1588,4323,日本システム技術
1589,4324,電通グループ
1590,4326,インテージホールディングス
1591,4327,日本エス・エイチ・エル
1592,4331,テイクアンドギヴ・ニーズ
1593,4333,東邦システムサイエンス
1594,4334,ユークス
1595,4335,アイ・ピー・エス
1596,4337,ぴあ
1597,4341,西菱電機
1598,4343,イオンファンタジー
1599,4344,ソースネクスト
1600,4345,シーティーエス
1601,4346,ネクシィーズグループ
1602,4347,ブロードメディア
1603,4348,インフォコム
1604,4350,メディカルシステムネットワーク
1605,4351,山田債権回収管理総合事務所
1606,4355,ロングライフホールディング
1607,4356,応用技術
1608,4360,マナック・ケミカル・パートナーズ
1609,4361,川口化学工業
1610,4362,日本精化
1611,4365,松本油脂製薬
1612,4366,ダイトーケミックス
1613,4367,広栄化学
1614,4368,扶桑化学工業
1615,4369,トリケミカル研究所
1616,4370,モビルス
1617,4371,コアコンセプト・テクノロジー
1618,4372,ユミルリンク
1619,4373,シンプレクス・ホールディングス
1620,4374,ＲＯＢＯＴ　ＰＡＹＭＥＮＴ
1621,4375,セーフィー
1622,4376,くふうカンパニー
1623,4377,ワンキャリア
1624,4378,ＣＩＮＣ
1625,4379,Ｐｈｏｔｏｓｙｎｔｈ
1626,4380,Ｍマート
1627,4381,ビープラッツ
1628,4382,ＨＥＲＯＺ
1629,4384,ラクスル
1630,4385,メルカリ
1631,4386,ＳＩＧグループ
1632,4387,ＺＵＵ
1633,4388,エーアイ
1634,4389,プロパティデータバンク
1635,4390,ＩＰＳ
1636,4391,ロジザード
1637,4392,ＦＩＧ
1638,4393,バンク・オブ・イノベーション
1639,4394,エクスモーション
1640,4395,アクリート
1641,4396,システムサポート
1642,4397,チームスピリット
1643,4398,ブロードバンドセキュリティ
1644,4401,ＡＤＥＫＡ
1645,4403,日油
1646,4404,ミヨシ油脂
1647,4406,新日本理化
1648,4409,東邦化学工業
1649,4410,ハリマ化成グループ
1650,4412,サイエンスアーツ
1651,4413,ボードルア
1652,4414,フレクト
1653,4415,ブロードエンタープライズ
1654,4416,Ｔｒｕｅ　Ｄａｔａ
1655,4417,グローバルセキュリティエキスパート
1656,4418,ＪＤＳＣ
1657,4419,Ｆｉｎａｔｅｘｔホールディングス
1658,4420,イーソル
1659,4421,ディ・アイ・システム
1660,4422,ＶＡＬＵＥＮＥＸ
1661,4423,アルテリア・ネットワークス
1662,4424,Ａｍａｚｉａ
1663,4425,Ｋｕｄａｎ
1664,4426,パスロジ
1665,4427,ＥｄｕＬａｂ
1666,4428,シノプス
1667,4429,リックソフト
1668,4430,東海ソフト
1669,4431,スマレジ
1670,4432,ウイングアーク１ｓｔ
1671,4433,ヒト・コミュニケーションズ・ホールディングス
1672,4434,サーバーワークス
1673,4435,カオナビ
1674,4436,ミンカブ・ジ・インフォノイド
1675,4437,ｇｏｏｄｄａｙｓホールディングス
1676,4438,Ｗｅｌｂｙ
1677,4439,東名
1678,4440,ヴィッツ
1679,4441,トビラシステムズ
1680,4442,バルテス
1681,4443,Ｓａｎｓａｎ
1682,4444,インフォネット
1683,4445,リビン・テクノロジーズ
1684,4446,Ｌｉｎｋ－Ｕ
1685,4447,ピー・ビーシステムズ
1686,4448,Ｃｈａｔｗｏｒｋ
1687,4449,ギフティ
1688,4450,パワーソリューションズ
1689,4452,花王
1690,4461,第一工業製薬
1691,4462,石原ケミカル
1692,4463,日華化学
1693,4464,ソフト９９コーポレーション
1694,4465,ニイタカ
1695,4471,三洋化成工業
1696,4475,ＨＥＮＮＧＥ
1697,4476,ＡＩ　ＣＲＯＳＳ
1698,4477,ＢＡＳＥ
1699,4478,フリー
1700,4479,マクアケ
1701,4480,メドレー
1702,4481,ベース
1703,4482,ウィルズ
1704,4483,ＪＭＤＣ
1705,4484,ランサーズ
1706,4485,ＪＴＯＷＥＲ
1707,4486,ユナイトアンドグロウ
1708,4487,スペースマーケット
1709,4488,ＡＩ　ｉｎｓｉｄｅ
1710,4489,ペイロール
1711,4490,ビザスク
1712,4491,コンピューターマネージメント
1713,4492,ゼネテック
1714,4493,サイバーセキュリティクラウド
1715,4494,バリオセキュア
1716,4495,アイキューブドシステムズ
1717,4496,コマースＯｎｅホールディングス
1718,4498,サイバートラスト
1719,4499,Ｓｐｅｅｅ
1720,4502,武田薬品工業
1721,4503,アステラス製薬
1722,4506,住友ファーマ
1723,4507,塩野義製薬
1724,4512,わかもと製薬
1725,4516,日本新薬
1726,4519,中外製薬
1727,4521,科研製薬
1728,4523,エーザイ
1729,4524,森下仁丹
1730,4526,理研ビタミン
1731,4527,ロート製薬
1732,4528,小野薬品工業
1733,4530,久光製薬
1734,4531,有機合成薬品工業
1735,4534,持田製薬
1736,4536,参天製薬
1737,4538,扶桑薬品工業
1738,4539,日本ケミファ
1739,4540,ツムラ
1740,4543,テルモ
1741,4544,Ｈ．Ｕ．グループホールディングス
1742,4547,キッセイ薬品工業
1743,4548,生化学工業
1744,4549,栄研化学
1745,4551,鳥居薬品
1746,4552,ＪＣＲファーマ
1747,4553,東和薬品
1748,4554,富士製薬工業
1749,4556,カイノス
1750,4558,中京医薬品
1751,4559,ゼリア新薬工業
1752,4563,アンジェス
1753,4564,オンコセラピー・サイエンス
1754,4565,そーせいグループ
1755,4568,第一三共
1756,4569,キョーリン製薬ホールディングス
1757,4570,免疫生物研究所
1758,4571,ナノキャリア
1759,4572,カルナバイオサイエンス
1760,4574,大幸薬品
1761,4575,キャンバス
1762,4576,デ・ウエスタン・セラピテクス研究所
1763,4577,ダイト
1764,4578,大塚ホールディングス
1765,4579,ラクオリア創薬
1766,4581,大正製薬ホールディングス
1767,4582,シンバイオ製薬
1768,4583,カイオム・バイオサイエンス
1769,4584,キッズウェル・バイオ
1770,4586,メドレックス
1771,4587,ペプチドリーム
1772,4588,オンコリスバイオファーマ
1773,4591,リボミック
1774,4592,サンバイオ
1775,4593,ヘリオス
1776,4594,ブライトパス・バイオ
1777,4595,ミズホメディー
1778,4596,窪田製薬ホールディングス
1779,4597,ソレイジア・ファーマ
1780,4598,Ｄｅｌｔａ－Ｆｌｙ　Ｐｈａｒｍａ
1781,4599,ステムリム
1782,4611,大日本塗料
1783,4612,日本ペイントホールディングス
1784,4613,関西ペイント
1785,4615,神東塗料
1786,4616,川上塗料
1787,4617,中国塗料
1788,4619,日本特殊塗料
1789,4620,藤倉化成
1790,4621,ロックペイント
1791,4623,アサヒペン
1792,4624,イサム塗料
1793,4625,アトミクス
1794,4626,太陽ホールディングス
1795,4627,ナトコ
1796,4628,エスケー化研
1797,4629,大伸化学
1798,4631,ＤＩＣ
1799,4633,サカタインクス
1800,4634,東洋インキＳＣホールディングス
1801,4635,東京インキ
1802,4636,Ｔ＆Ｋ　ＴＯＫＡ
1803,4641,アルプス技研
1804,4642,オリジナル設計
1805,4644,イマジニア
1806,4645,市進ホールディングス
1807,4650,ＳＤエンターテイメント
1808,4651,サニックス
1809,4657,環境管理センター
1810,4658,日本空調サービス
1811,4659,エイジス
1812,4661,オリエンタルランド
1813,4662,フォーカスシステムズ
1814,4664,アール・エス・シー
1815,4665,ダスキン
1816,4666,パーク２４
1817,4667,アイサンテクノロジー
1818,4668,明光ネットワークジャパン
1819,4671,ファルコホールディングス
1820,4673,川崎地質
1821,4674,クレスコ
1822,4676,フジ・メディア・ホールディングス
1823,4678,秀英予備校
1824,4679,田谷
1825,4680,ラウンドワン
1826,4681,リゾートトラスト
1827,4684,オービック
1828,4685,菱友システムズ
1829,4686,ジャストシステム
1830,4687,ＴＤＣソフト
1831,4689,Ｚホールディングス
1832,4690,日本パレットプール
1833,4691,ワシントンホテル
1834,4694,ビー・エム・エル
1835,4704,トレンドマイクロ
1836,4705,クリップコーポレーション
1837,4707,キタック
1838,4708,りらいあコミュニケーションズ
1839,4709,ＩＤホールディングス
1840,4712,ＫｅｙＨｏｌｄｅｒ
1841,4714,リソー教育
1842,4716,日本オラクル
1843,4718,早稲田アカデミー
1844,4719,アルファシステムズ
1845,4720,城南進学研究社
1846,4722,フューチャー
1847,4725,ＣＡＣ　Ｈｏｌｄｉｎｇｓ
1848,4726,ＳＢテクノロジー
1849,4728,トーセ
1850,4732,ユー・エス・エス
1851,4733,オービックビジネスコンサルタント
1852,4735,京進
1853,4736,日本ラッド
1854,4739,伊藤忠テクノソリューションズ
1855,4743,アイティフォー
1856,4745,東京個別指導学院
1857,4746,東計電算
1858,4748,構造計画研究所
1859,4750,ダイサン
1860,4751,サイバーエージェント
1861,4752,昭和システムエンジニアリング
1862,4754,トスネット
1863,4755,楽天グループ
1864,4760,アルファ
1865,4761,さくらケーシーエス
1866,4762,エックスネット
1867,4763,クリーク・アンド・リバー社
1868,4765,ＳＢＩグローバルアセットマネジメント
1869,4766,ピーエイ
1870,4767,テー・オー・ダブリュー
1871,4768,大塚商会
1872,4769,ＩＣ
1873,4770,図研エルミック
1874,4771,エフアンドエム
1875,4772,ストリームメディアコーポレーション
1876,4776,サイボウズ
1877,4777,ガーラ
1878,4781,日本ハウズイング
1879,4783,日本コンピュータ・ダイナミクス
1880,4784,ＧＭＯアドパートナーズ
1881,4792,山田コンサルティンググループ
1882,4800,オリコン
1883,4801,セントラルスポーツ
1884,4809,パラカ
1885,4812,電通国際情報サービス
1886,4813,ＡＣＣＥＳＳ
1887,4814,ネクストウェア
1888,4816,東映アニメーション
1889,4819,デジタルガレージ
1890,4820,イーエムシステムズ
1891,4824,メディアシーク
1892,4825,ウェザーニューズ
1893,4826,ＣＩＪ
1894,4828,ビジネスエンジニアリング
1895,4829,日本エンタープライズ
1896,4832,ＪＦＥシステムズ
1897,4833,Ｓｕｃｃｅｓｓ　Ｈｏｌｄｅｒｓ
1898,4837,シダックス
1899,4838,スペースシャワーネットワーク
1900,4839,ＷＯＷＯＷ
1901,4840,トライアイズ
1902,4845,スカラ
1903,4847,インテリジェント　ウェイブ
1904,4848,フルキャストホールディングス
1905,4849,エン・ジャパン
1906,4875,メディシノバ・インク
1907,4880,セルソース
1908,4881,ファンペップ
1909,4882,ペルセウスプロテオミクス
1910,4883,モダリス
1911,4884,クリングルファーマ
1912,4885,室町ケミカル
1913,4886,あすか製薬ホールディングス
1914,4887,サワイグループホールディングス
1915,4888,ステラファーマ
1916,4889,レナサイエンス
1917,4890,坪田ラボ
1918,4891,ティムス
1919,4892,サイフューズ
1920,4901,富士フイルムホールディングス
1921,4902,コニカミノルタ
1922,4911,資生堂
1923,4912,ライオン
1924,4914,高砂香料工業
1925,4917,マンダム
1926,4918,アイビー化粧品
1927,4919,ミルボン
1928,4920,日本色材工業研究所
1929,4921,ファンケル
1930,4922,コーセー
1931,4923,コタ
1932,4925,ハーバー研究所
1933,4926,シーボン
1934,4927,ポーラ・オルビスホールディングス
1935,4928,ノエビアホールディングス
1936,4929,アジュバンホールディングス
1937,4930,グラフィコ
1938,4931,新日本製薬
1939,4932,アルマード
1940,4933,Ｉ－ｎｅ
1941,4934,プレミアアンチエイジング
1942,4935,リベルタ
1943,4936,アクシージア
1944,4937,Ｗａｑｏｏ
1945,4951,エステー
1946,4955,アグロ　カネショウ
1947,4956,コニシ
1948,4957,ヤスハラケミカル
1949,4958,長谷川香料
1950,4960,ケミプロ化成
1951,4963,星光ＰＭＣ
1952,4966,上村工業
1953,4967,小林製薬
1954,4968,荒川化学工業
1955,4970,東洋合成工業
1956,4971,メック
1957,4972,綜研化学
1958,4973,日本高純度化学
1959,4974,タカラバイオ
1960,4975,ＪＣＵ
1961,4976,東洋ドライルーブ
1962,4977,新田ゼラチン
1963,4978,リプロセル
1964,4979,ＯＡＴアグリオ
1965,4980,デクセリアルズ
1966,4985,アース製薬
1967,4987,寺岡製作所
1968,4990,昭和化学工業
1969,4992,北興化学工業
1970,4994,大成ラミック
1971,4996,クミアイ化学工業
1972,4997,日本農薬
1973,4998,フマキラー
1974,5009,富士興産
1975,5010,日本精蝋
1976,5011,ニチレキ
1977,5013,ユシロ化学工業
1978,5015,ビーピー・カストロール
1979,5017,富士石油
1980,5018,ＭＯＲＥＳＣＯ
1981,5019,出光興産
1982,5020,ＥＮＥＯＳホールディングス
1983,5021,コスモエネルギーホールディングス
1984,5025,マーキュリーリアルテックイノベーター
1985,5026,トリプルアイズ
1986,5027,ＡｎｙＭｉｎｄ　Ｇｒｏｕｐ
1987,5028,セカンドサイトアナリティカ
1988,5029,サークレイス
1989,5031,モイ
1990,5032,ＡＮＹＣＯＬＯＲ
1991,5033,ヌーラボ
1992,5034,ｕｎｅｒｒｙ
1993,5035,ＨＯＵＳＥＩ
1994,5036,日本ビジネスシステムズ
1995,5037,フィットワークス
1996,5038,ｅＷｅＬＬ
1997,5070,ドラフト
1998,5071,ヴィス
1999,5072,アートフォースジャパン
2000,5074,テスホールディングス
2001,5076,インフロニア・ホールディングス
2002,5077,ハンズ
2003,5078,セレコーポレーション
2004,5079,ノバック
2005,5101,横浜ゴム
2006,5103,昭和ホールディングス
2007,5104,日東化工
2008,5105,ＴＯＹＯ　ＴＩＲＥ
2009,5108,ブリヂストン
2010,5110,住友ゴム工業
2011,5121,藤倉コンポジット
2012,5122,オカモト
2013,5125,ファインズ
2014,5126,ポーターズ
2015,5127,グッピーズ
2016,5128,ＷＯＷ　ＷＯＲＬＤ　ＧＲＯＵＰ
2017,5129,ＦＩＸＥＲ
2018,5130,ヒロホールディングス
2019,5131,リンカーズ
2020,5132,ｐｌｕｓｚｅｒｏ
2021,5133,テリロジーホールディングス
2022,5134,ＰＯＰＥＲ
2023,5135,ＡＩＲ－Ｕ
2024,5136,ｔｒｉｐｌａ
2025,5137,スマートドライブ
2026,5138,Ｒｅｂａｓｅ
2027,5139,オープンワーク
2028,5142,アキレス
2029,5161,西川ゴム工業
2030,5162,朝日ラバー
2031,5184,ニチリン
2032,5185,フコク
2033,5186,ニッタ
2034,5187,クリエートメディック
2035,5189,櫻護謨
2036,5191,住友理工
2037,5192,三ツ星ベルト
2038,5194,相模ゴム工業
2039,5195,バンドー化学
2040,5199,不二ラテックス
2041,5201,ＡＧＣ
2042,5202,日本板硝子
2043,5204,石塚硝子
2044,5208,有沢製作所
2045,5210,日本山村硝子
2046,5212,不二硝子
2047,5214,日本電気硝子
2048,5216,倉元製作所
2049,5217,テクノクオーツ
2050,5218,オハラ
2051,5232,住友大阪セメント
2052,5233,太平洋セメント
2053,5237,ノザワ
2054,5240,ｍｏｎｏＡＩ　ｔｅｃｈｎｏｌｏｇｙ
2055,5241,日本オーエー研究所
2056,5242,アイズ
2057,5243,ｎｏｔｅ
2058,5244,ｊｉｇ．ｊｐ
2059,5246,ＥＬＥＭＥＮＴＳ
2060,5247,ＢＴＭ
2061,5248,テクノロジーズ
2062,5249,あさかわシステムズ
2063,5250,プライム・ストラテジー
2064,5251,ウイズ・ワン
2065,5252,日本ナレッジ
2066,5253,カバー
2067,5254,Ａｒｅｎｔ
2068,5255,モンスターラボホールディングス
2069,5256,Ｆｕｓｉｃ
2070,5257,ノバシステム
2071,5261,リソルホールディングス
2072,5262,日本ヒューム
2073,5268,旭コンクリート工業
2074,5269,日本コンクリート工業
2075,5271,トーヨーアサノ
2076,5273,三谷セキサン
2077,5277,スパンクリートコーポレーション
2078,5279,日本興業
2079,5280,ヨシコン
2080,5282,ジオスター
2081,5283,高見澤
2082,5284,ヤマウホールディングス
2083,5285,ヤマックス
2084,5287,イトーヨーギョー
2085,5288,アジアパイルホールディングス
2086,5290,ベルテクスコーポレーション
2087,5301,東海カーボン
2088,5302,日本カーボン
2089,5304,ＳＥＣカーボン
2090,5310,東洋炭素
2091,5331,ノリタケカンパニーリミテド
2092,5332,ＴＯＴＯ
2093,5333,日本碍子
2094,5334,日本特殊陶業
2095,5337,ダントーホールディングス
2096,5341,アサヒ衛陶
2097,5344,ＭＡＲＵＷＡ
2098,5351,品川リフラクトリーズ
2099,5352,黒崎播磨
2100,5355,日本坩堝
2101,5357,ヨータイ
2102,5363,東京窯業
2103,5367,ニッカトー
2104,5368,日本インシュレーション
2105,5380,新東
2106,5381,Ｍｉｐｏｘ
2107,5384,フジミインコーポレーテッド
2108,5386,鶴弥
2109,5388,クニミネ工業
2110,5391,エーアンドエーマテリアル
2111,5393,ニチアス
2112,5395,理研コランダム
2113,5401,日本製鉄
2114,5406,神戸製鋼所
2115,5408,中山製鋼所
2116,5410,合同製鐵
2117,5411,ＪＦＥホールディングス
2118,5423,東京製鐵
2119,5440,共英製鋼
2120,5444,大和工業
2121,5445,東京鐵鋼
2122,5446,北越メタル
2123,5449,大阪製鐵
2124,5451,淀川製鋼所
2125,5458,高砂鐵工
2126,5461,中部鋼鈑
2127,5463,丸一鋼管
2128,5464,モリ工業
2129,5471,大同特殊鋼
2130,5476,日本高周波鋼業
2131,5480,日本冶金工業
2132,5481,山陽特殊製鋼
2133,5482,愛知製鋼
2134,5484,東北特殊鋼
2135,5491,日本金属
2136,5525,フロンティアホールディングス
2137,5526,ＬＵＭＢＥＲ　ＯＮＥ
2138,5527,ｐｒｏｐｅｒｔｙ　ｔｅｃｈｎｏｌｏｇｉｅｓ
2139,5528,フロンティアハウス
2140,5529,Ｎｏ．１都市開発
2141,5541,大平洋金属
2142,5542,新報国マテリアル
2143,5563,新日本電工
2144,5602,栗本鐵工所
2145,5603,虹技
2146,5609,日本鋳造
2147,5610,大和重工
2148,5612,日本鋳鉄管
2149,5631,日本製鋼所
2150,5632,三菱製鋼
2151,5644,メタルアート
2152,5658,日亜鋼業
2153,5659,日本精線
2154,5660,神鋼鋼線工業
2155,5695,パウダーテック
2156,5697,サンユウ
2157,5698,エンビプロ・ホールディングス
2158,5699,イボキン
2159,5702,大紀アルミニウム工業所
2160,5703,日本軽金属ホールディングス
2161,5704,ＪＭＣ
2162,5706,三井金属鉱業
2163,5707,東邦亜鉛
2164,5711,三菱マテリアル
2165,5713,住友金属鉱山
2166,5714,ＤＯＷＡホールディングス
2167,5715,古河機械金属
2168,5721,エス・サイエンス
2169,5724,アサカ理研
2170,5726,大阪チタニウムテクノロジーズ
2171,5727,東邦チタニウム
2172,5729,日本精鉱
2173,5741,ＵＡＣＪ
2174,5742,エヌアイシ・オートテック
2175,5753,日本伸銅
2176,5757,ＣＫサンエツ
2177,5759,日本電解
2178,5781,東邦金属
2179,5801,古河電気工業
2180,5802,住友電気工業
2181,5803,フジクラ
2182,5805,昭和電線ホールディングス
2183,5809,タツタ電線
2184,5816,オーナンバ
2185,5817,ＪＭＡＣＳ
